block idx,date start,challenge item name,lexical item name,linguistic category,E/M/H,noise,un/trained,difficulty rating,distractor num,foil 1,foil 2,foil 3,foil 4,foil 5,accuracy,rt (sec),incorrect-foil name,incorrect-foil type,incorrect-foil p-type,replay counter,
691,2016-12-28 12:53:29,The woman explains,explain,verb_intransitive,EasySentence,NoNoise,0,0.6946,5,un,p2,p1,s2,un,1,8.0603,,,,1,
691,2016-12-28 12:53:29,the aerial works,aerial,noun_intransitive,EasySentence,NoNoise,0,0.6732,5,p1,un,s1,un,s2,1,6.4054,,,,1,
691,2016-12-28 12:53:29,over the bowl,over,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 2,foil 1,foil 3,other,,0,23.1893,beside the bowl,foil 1,foil 1,3,
691,2016-12-28 12:53:29,beside the chair,beside,prep_phrase,EasySentence,NoNoise,0,0.6732,3,foil 2,foil 3,foil 1,,,1,16.2896,,,,4,
691,2016-12-28 12:53:29,between the trees,between,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 2,foil 1,other,foil 3,,1,6.0709,,,,1,
691,2016-12-28 12:53:29,above the clouds,above,prep_phrase,EasySentence,NoNoise,0,0.6786,4,foil 1,foil 2,other,other,,1,8.7134,,,,1,
691,2016-12-28 12:53:29,above the cat,above,prep_phrase,EasySentence,NoNoise,0,0.6786,4,foil 2,other,foil 3,foil 1,,0,22.2768,by the cat,foil 1,foil 1,4,
691,2016-12-28 12:53:29,inside the bowl,inside,prep_phrase,EasySentence,NoNoise,0,0.6839,5,foil 3,other,foil 2,other,foil 1,0,10.4434,by the bowl,foil 1,foil 1,0,
691,2016-12-28 12:53:29,below the clouds,below,prep_phrase,EasySentence,NoNoise,0,0.6786,4,foil 1,other,foil 2,other,,1,13.3471,,,,3,
691,2016-12-28 12:53:29,between the chairs,between,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 2,foil 3,other,foil 1,,0,20.2382,cat,other,other,4,
691,2016-12-28 12:53:29,over the bed,over,prep_phrase,EasySentence,NoNoise,0,0.6839,4,other,foil 2,foil 1,foil 3,,1,9.9695,,,,2,
691,2016-12-28 12:53:29,a stripy shoe,stripy,adj_phrase,EasySentence,NoNoise,0,0.6786,5,un,p1,p2,s2,un,1,5.9287,,,,1,
691,2016-12-28 12:53:29,the girl recycles,recycle,verb_intransitive,EasySentence,NoNoise,0,0.6839,5,s2,p1,s1,un,un,1,4.9596,,,,0,
692,2016-12-28 12:58:33,stairs,stairs,noun_1syll_word,Word,NoNoise,1,0.3143,4,p2,s2,s1,p1,,0,12.1084,escalator,s2,coord,1,
692,2016-12-28 12:58:33,land,land,noun_1syll_word,Word,NoNoise,1,0.25,4,p2,s1,p1,s2,,1,8.7824,,,,2,
692,2016-12-28 12:58:33,fort,fort,noun_1syll_word,Word,NoNoise,1,0.3464,4,s2,p2,s1,p1,,1,6.7688,,,,1,
692,2016-12-28 12:58:33,sack,sack,noun_1syll_word,Word,NoNoise,1,0.3143,4,p2,s1,p1,s2,,0,22.207,handbag,s2,coord,3,
692,2016-12-28 12:58:33,point,point,noun_1syll_word,Word,NoNoise,1,0.3625,4,s2,s1,p2,p1,,1,7.9202,,,,2,
692,2016-12-28 12:58:33,a curve,curve,noun_1syll_phrase,Word,NoNoise,1,0.3839,4,s2,s1,p2,p1,,1,5.2534,,,,1,
692,2016-12-28 12:58:33,the hoe,hoe,noun_1syll_phrase,Word,NoNoise,1,0.4107,4,p2,s2,p1,s1,,1,5.9615,,,,1,
692,2016-12-28 12:58:33,The tree,tree,noun_1syll_phrase,Word,NoNoise,1,0.2822,4,s1,p2,p1,s2,,0,17.1466,the key,p2,mp,2,
692,2016-12-28 12:58:33,The group,group,noun_1syll_phrase,Word,NoNoise,1,0.2875,4,p1,s1,p2,s2,,0,12.8026,The loop,p1,mp,2,
692,2016-12-28 12:58:33,The news,news,noun_1syll_phrase,Word,NoNoise,1,0.3625,4,p2,s2,s1,p1,,0,11.9384,The pews,p1,mp,1,
692,2016-12-28 12:58:33,The dirt,dirt,noun_1syll_phrase,Word,NoNoise,1,0.3143,4,p2,s2,s1,p1,,1,8.8762,,,,2,
692,2016-12-28 12:58:33,The crown,crown,noun_1syll_phrase,Word,NoNoise,1,0.2822,4,s2,p1,p2,s1,,1,7.4739,,,,2,
692,2016-12-28 12:58:33,bottle,bottle,noun_2syll_word,Word,NoNoise,1,0.2822,4,s2,s1,p2,p1,,0,16.1604,butter,p2,distant,2,
692,2016-12-28 12:58:33,kitchen,kitchen,noun_2syll_word,Word,NoNoise,1,0.25,4,p2,s1,s1,p1,,0,24.3068,fridge,s1,assoc,2,
692,2016-12-28 12:58:33,flares,flares,noun_2syll_word,Word,NoNoise,1,0.3786,4,p1,s1,p1,s2,,0,20.5681,jeans,s1,coord,2,
693,2016-12-28 13:04:08,by the tree,by,prep_phrase,EasySentence,Noise5,0,0.6839,4,foil 1,foil 2,foil 3,other,,0,29.267,tree,other,other,4,
693,2016-12-28 13:04:08,inside the bowl,inside,prep_phrase,EasySentence,Noise5,0,0.6839,5,other,other,foil 2,foil 1,foil 3,1,5.2256,,,,0,
693,2016-12-28 13:04:08,in the bed,in,prep_phrase,EasySentence,Noise5,0,0.6839,4,other,foil 3,foil 1,foil 2,,0,23.6231,by the bed,foil 3,foil 3,4,
693,2016-12-28 13:04:08,by the books,by,prep_phrase,EasySentence,Noise5,0,0.6839,4,foil 1,other,foil 2,foil 3,,1,13.3797,,,,0,
693,2016-12-28 13:04:08,The woman types,types,verb_intransitive,EasySentence,Noise5,0,0.6786,5,p3,s1,p1,un,p2,1,17.7981,,,,2,
693,2016-12-28 13:04:08,by the dog,by,prep_phrase,EasySentence,Noise5,0,0.6839,4,other,foil 2,foil 3,foil 1,,0,21.0503,under the dog,foil 2,foil 2,3,
693,2016-12-28 13:04:08,The person rows,row,verb_intransitive,EasySentence,Noise5,0,0.6732,5,p3,s1,p1,p2,s2,1,8.1755,,,,1,
693,2016-12-28 13:04:08,over the bed,over,prep_phrase,EasySentence,Noise5,0,0.6839,4,foil 3,foil 2,foil 1,other,,0,11.9596,in the bed,foil 2,foil 2,1,
693,2016-12-28 13:04:08,The woman explains,explain,verb_intransitive,EasySentence,Noise5,0,0.6946,5,un,p2,p1,s2,un,1,7.0958,,,,1,
693,2016-12-28 13:04:08,by the bowl,by,prep_phrase,EasySentence,Noise5,0,0.6839,4,foil 1,foil 3,other,foil 2,,1,10.721,,,,3,
693,2016-12-28 13:04:08,in the blanket,in,prep_phrase,EasySentence,Noise5,0,0.6839,4,foil 1,foil 2,other,foil 3,,1,9.4827,,,,0,
693,2016-12-28 13:04:08,a stripy shoe,stripy,adj_phrase,EasySentence,Noise5,0,0.6786,5,un,un,p1,s2,p2,1,4.7993,,,,1,
693,2016-12-28 13:04:08,the girl recycles,recycle,verb_intransitive,EasySentence,Noise5,0,0.6839,5,s1,s2,un,un,p1,1,7.4935,,,,1,
693,2016-12-28 13:04:08,in the box,in,prep_phrase,EasySentence,Noise5,0,0.6839,4,other,foil 2,other,foil 1,,1,7.3919,,,,0,
693,2016-12-28 13:04:08,the aerial works,aerial,noun_intransitive,EasySentence,Noise5,0,0.6732,5,un,p1,s2,s1,un,1,5.8728,,,,0,
694,2016-12-28 13:19:48,he cheers by himself,cheer,verb_intransitivePP,HardSentence,NoNoise,0,0.6893,4,p2,s2,s1,p1,,0,8.1987,he peers by himself,p1,mp,0,
694,2016-12-28 13:19:48,he receives the money,receive,verb_transitive,HardSentence,NoNoise,0,0.6893,4,un,p1,p2,s1,,1,12.9319,,,,2,
694,2016-12-28 13:19:48,she completes the race at the weekend,complete,verb_transitivePP,HardSentence,NoNoise,0,0.6893,4,s2,s1,s3,un,,1,6.2298,,,,0,
694,2016-12-28 13:19:48,he packs the wood,pack,verb_transitive,HardSentence,NoNoise,0,0.6893,5,p2,s2,p1,un,un,1,6.523,,,,0,
694,2016-12-28 13:19:48,The doctor scares the patient,scare,verb_transitive,HardSentence,NoNoise,0,0.6893,4,p1,un,un,p2,,1,7.8435,,,,1,
694,2016-12-28 13:19:48,she ticks the box,tick,verb_transitive,HardSentence,NoNoise,0,0.6893,5,s2,un,p1,s1,p2,1,10.5322,,,,2,
694,2016-12-28 13:19:48,the man bends the money he is holding,bend,verb_transitivePP,HardSentence,NoNoise,0,0.6893,5,un,p2,s2,un,p1,0,12.9594,the man mends the money he is holding,p2,mp,1,
694,2016-12-28 13:19:48,She learns the language,language,noun_transitive_end,HardSentence,NoNoise,0,0.6946,4,s1,un,s2,un,,0,24.2044,She learns the music,s1,coord,2,
694,2016-12-28 13:19:48,she completes the race,complete,verb_transitive,HardSentence,NoNoise,0,0.6893,4,s2,un,s3,s1,,1,6.4305,,,,1,
694,2016-12-28 13:19:48,the government hates strikes,strike,noun_transitive_end,HardSentence,NoNoise,0,0.6946,5,p3,un,p1,s2,s1,0,39.1053,the government hates elections,s1,coord,4,
694,2016-12-28 13:19:48,the woman applies the paint at the weekend,apply,verb_transitivePP,HardSentence,NoNoise,0,0.6893,4,un,un,p1,s2,,1,12.6885,,,,1,
694,2016-12-28 13:19:48,the woman applies the paint,apply,verb_transitive,HardSentence,NoNoise,0,0.6893,4,un,p1,s2,un,,1,6.8816,,,,0,
694,2016-12-28 13:19:48,The man cleans the plate,cleans,verb_transitive,HardSentence,NoNoise,0,0.6893,5,s1,p2,un,un,s2,1,8.2482,,,,1,
694,2016-12-28 13:19:48,The man dries the car at the weekend,dry,verb_transitivePP,HardSentence,NoNoise,0,0.6893,5,p1,s2,s1,un,un,1,10.3383,,,,0,
694,2016-12-28 13:19:48,the man drums in his free time,drum,verb_intransitivePP,HardSentence,NoNoise,0,0.6893,5,p1,p3,s2,s1,p2,1,14.0918,,,,2,
695,2016-12-28 13:25:08,The woman types,types,verb_intransitive,EasySentence,NoNoise,0,0.6786,5,p3,p1,un,s1,p2,1,5.935,,,,0,
695,2016-12-28 13:25:08,between the bags,between,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 3,foil 2,foil 1,other,,0,16.7502,in the bag,foil 3,foil 3,0,
695,2016-12-28 13:25:08,below the furniture,below,prep_phrase,EasySentence,NoNoise,0,0.6786,4,foil 2,foil 1,other,other,,1,14.0736,,,,3,
695,2016-12-28 13:25:08,below the blanket,below,prep_phrase,EasySentence,NoNoise,0,0.6786,4,foil 1,foil 2,other,other,,0,10.1243,on the blanket,foil 2,foil 2,1,
695,2016-12-28 13:25:08,The woman explains,explain,verb_intransitive,EasySentence,NoNoise,0,0.6946,5,un,un,p1,p2,s2,1,4.8606,,,,0,
695,2016-12-28 13:25:08,a stripy shoe,stripy,adj_phrase,EasySentence,NoNoise,0,0.6786,5,s2,un,p2,un,p1,1,8.3163,,,,1,
695,2016-12-28 13:25:08,between the chairs,between,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 2,other,foil 1,foil 3,,1,14.6741,,,,3,
695,2016-12-28 13:25:08,between the trees,between,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 1,foil 2,foil 3,other,,1,10.9164,,,,2,
695,2016-12-28 13:25:08,below the bed,below,prep_phrase,EasySentence,NoNoise,0,0.6786,4,foil 1,foil 3,other,foil 2,,1,14.9296,,,,3,
695,2016-12-28 13:25:08,the girl recycles,recycle,verb_intransitive,EasySentence,NoNoise,0,0.6839,5,un,p1,un,s1,s2,1,8.9655,,,,1,
695,2016-12-28 13:25:08,over the bed,over,prep_phrase,EasySentence,NoNoise,0,0.6839,4,other,foil 2,foil 3,foil 1,,0,18.2572,on the bed,foil 1,foil 1,3,
695,2016-12-28 13:25:08,The person glows,glow,verb_intransitive,EasySentence,NoNoise,0,0.7107,5,s2,s1,un,p1,p2,1,17.2597,,,,2,
695,2016-12-28 13:25:08,below the clouds,below,prep_phrase,EasySentence,NoNoise,0,0.6786,4,foil 2,other,other,foil 1,,0,17.515,cloud,other,other,2,
695,2016-12-28 13:25:08,inside the bowl,inside,prep_phrase,EasySentence,NoNoise,0,0.6839,5,other,foil 1,foil 3,foil 2,other,1,15.1748,,,,4,
695,2016-12-28 13:25:08,beneath the feeder,beneath,prep_phrase,EasySentence,NoNoise,0,0.7107,4,other,foil 2,foil 1,other,,0,20.0573,by the feeder,foil 2,foil 2,2,
696,2016-12-28 13:30:36,the child hides the dog,hide,verb_transitive,HardSentence,NoNoise,0,0.6946,5,un,p1,un,p2,s2,1,12.5327,,,,2,
696,2016-12-28 13:30:36,the woman applies the paint at the weekend,apply,verb_transitivePP,HardSentence,NoNoise,0,0.6893,4,un,un,s2,p1,,0,27.7922,the woman thinks about paint at the weekend,un,un,3,
696,2016-12-28 13:30:36,the man drums in his free time,drum,verb_intransitivePP,HardSentence,NoNoise,0,0.6893,5,p2,p1,s1,p3,s2,1,6.6562,,,,1,
696,2016-12-28 13:30:36,The doctor scares the patient,scare,verb_transitive,HardSentence,NoNoise,0,0.6893,4,un,p1,p3,un,,1,6.0597,,,,1,
696,2016-12-28 13:30:36,the man spends his money,spend,verb_transitive,HardSentence,NoNoise,0,0.7,5,p2,s1,p1,un,s2,0,25.054,the man bends his money,p2,mp,1,
696,2016-12-28 13:30:36,he makes some bread for dinner,make,verb_transitivePP,HardSentence,NoNoise,0,0.7,5,s1,p1,p3,p2,un,0,42.341,he breaks some bread for dinner,p1,mp,3,
696,2016-12-28 13:30:36,he packs the wood,pack,verb_transitive,HardSentence,NoNoise,0,0.6893,5,p1,s2,p2,un,un,1,8.4269,,,,1,
696,2016-12-28 13:30:36,the woman applies the paint,apply,verb_transitive,HardSentence,NoNoise,0,0.6893,4,un,s2,un,p1,,1,9.2329,,,,1,
696,2016-12-28 13:30:36,the government hates strikes,strike,noun_transitive_end,HardSentence,NoNoise,0,0.6946,5,s1,s2,p3,p1,un,1,7.7693,,,,1,
696,2016-12-28 13:30:36,the child hides the dog whilst playing,hide,verb_transitivePP,HardSentence,NoNoise,0,0.6946,5,s2,p2,p1,un,s1,1,7.038,,,,1,
696,2016-12-28 13:30:36,The man cleans the plate,cleans,verb_transitive,HardSentence,NoNoise,0,0.6893,5,s1,p2,s2,un,un,1,4.2843,,,,0,
696,2016-12-28 13:30:36,She learns the language,language,noun_transitive_end,HardSentence,NoNoise,0,0.6946,4,un,un,s1,s2,,1,4.47,,,,0,
696,2016-12-28 13:30:36,the boy lies on the beach,lie,verb_intransitivePP,HardSentence,NoNoise,0,0.6946,5,p3,p1,s2,un,s1,1,5.5355,,,,0,
696,2016-12-28 13:30:36,he receives the money,receive,verb_transitive,HardSentence,NoNoise,0,0.6893,4,p1,s1,un,p2,,1,4.369,,,,0,
696,2016-12-28 13:30:36,she ticks the box,tick,verb_transitive,HardSentence,NoNoise,0,0.6893,5,s2,s1,un,p1,p2,1,5.8432,,,,0,
697,2016-12-28 13:35:43,the child hides the dog whilst playing,hide,verb_transitivePP,HardSentence,Noise5,0,0.6946,5,un,s2,p2,s1,p1,1,4.2816,,,,0,
697,2016-12-28 13:35:43,the man deals the cards,deals,verb_transitive,HardSentence,Noise5,0,0.6893,5,p1,p2,s1,un,un,1,10.2752,,,,0,
697,2016-12-28 13:35:43,The doctor scares the patient,scare,verb_transitive,HardSentence,Noise5,0,0.6893,4,un,p1,un,p2,,1,6.8147,,,,1,
697,2016-12-28 13:35:43,the boy lies on the beach,lie,verb_intransitivePP,HardSentence,Noise5,0,0.6946,5,s2,p3,p1,s1,un,1,4.887,,,,0,
697,2016-12-28 13:35:43,the man drums in his free time,drum,verb_intransitivePP,HardSentence,Noise5,0,0.6893,5,s1,p3,p2,p1,s2,1,9.9308,,,,2,
697,2016-12-28 13:35:43,the government hates strikes,strike,noun_transitive_end,HardSentence,Noise5,0,0.6946,5,s2,s1,un,p1,p3,1,7.5279,,,,1,
697,2016-12-28 13:35:43,he packs the wood,pack,verb_transitive,HardSentence,Noise5,0,0.6893,5,p1,s2,un,un,p2,1,6.9967,,,,1,
697,2016-12-28 13:35:43,She learns the language,language,noun_transitive_end,HardSentence,Noise5,0,0.6946,4,s2,un,s1,un,,1,4.7187,,,,0,
697,2016-12-28 13:35:43,she ticks the box,tick,verb_transitive,HardSentence,Noise5,0,0.6893,5,p2,un,s1,s2,p1,1,6.9994,,,,1,
697,2016-12-28 13:35:43,he makes some bread for dinner,make,verb_transitivePP,HardSentence,Noise5,0,0.7,5,p3,p2,p1,s1,un,1,6.0324,,,,1,
697,2016-12-28 13:35:43,the child hides the dog,hide,verb_transitive,HardSentence,Noise5,0,0.6946,5,p1,s2,p2,un,un,1,8.2686,,,,1,
697,2016-12-28 13:35:43,the woman applies the paint,apply,verb_transitive,HardSentence,Noise5,0,0.6893,4,un,s2,un,p1,,1,14.8251,,,,2,
697,2016-12-28 13:35:43,the man bends the money he is holding,bend,verb_transitivePP,HardSentence,Noise5,0,0.6893,5,s2,p1,un,p2,un,0,23.8709,the man spends the money he is holding,p1,mp,2,
697,2016-12-28 13:35:43,the man spends his money,spend,verb_transitive,HardSentence,Noise5,0,0.7,5,un,p2,s1,s2,p1,0,17.3641,the man bends his money,p2,mp,0,
697,2016-12-28 13:35:43,The man cleans the plate,cleans,verb_transitive,HardSentence,Noise5,0,0.6893,5,s2,p2,s1,un,un,1,3.9163,,,,0,
698,2016-12-28 13:40:12,above the clouds,above,prep_phrase,EasySentence,NoNoise,0,0.6786,4,other,foil 2,other,foil 1,,1,12.1704,,,,2,
698,2016-12-28 13:40:12,above the bed,above,prep_phrase,EasySentence,NoNoise,0,0.6786,4,foil 2,other,foil 1,foil 3,,1,11.4448,,,,3,
698,2016-12-28 13:40:12,The person glows,glow,verb_intransitive,EasySentence,NoNoise,0,0.7107,5,p2,s1,s2,un,p1,1,12.3787,,,,2,
698,2016-12-28 13:40:12,above the sofa,above,prep_phrase,EasySentence,NoNoise,0,0.6786,4,foil 2,other,foil 1,foil 3,,0,22.9061,by the sofa,foil 1,foil 1,2,
698,2016-12-28 13:40:12,beneath the feeder,beneath,prep_phrase,EasySentence,NoNoise,0,0.7107,4,other,foil 1,foil 2,other,,1,5.7369,,,,1,
698,2016-12-28 13:40:12,in the bed,in,prep_phrase,EasySentence,NoNoise,0,0.6839,4,other,foil 1,foil 3,foil 2,,0,39.2401,under the bed,foil 2,foil 2,5,
698,2016-12-28 13:40:12,above the chair,above,prep_phrase,EasySentence,NoNoise,0,0.6786,4,other,foil 3,foil 1,foil 2,,0,21.989,between the chairs,foil 3,foil 3,3,
698,2016-12-28 13:40:12,a stripy shoe,stripy,adj_phrase,EasySentence,NoNoise,0,0.6786,5,p1,p2,s2,un,un,1,7.7852,,,,2,
698,2016-12-28 13:40:12,in the box,in,prep_phrase,EasySentence,NoNoise,0,0.6839,4,other,foil 2,other,foil 1,,0,13.7495,by the box,foil 1,foil 1,1,
698,2016-12-28 13:40:12,The woman explains,explain,verb_intransitive,EasySentence,NoNoise,0,0.6946,5,s2,un,p1,p2,un,1,7.3175,,,,1,
698,2016-12-28 13:40:12,over the bowl,over,prep_phrase,EasySentence,NoNoise,0,0.6839,4,other,foil 1,foil 3,foil 2,,0,15.7564,beside the bowl,foil 1,foil 1,3,
698,2016-12-28 13:40:12,over the bed,over,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 3,foil 1,other,foil 2,,0,16.0733,in the bed,foil 2,foil 2,2,
698,2016-12-28 13:40:12,The woman types,types,verb_intransitive,EasySentence,NoNoise,0,0.6786,5,p2,un,p1,p3,s1,1,8.0242,,,,1,
698,2016-12-28 13:40:12,above the cat,above,prep_phrase,EasySentence,NoNoise,0,0.6786,4,foil 1,foil 3,foil 2,other,,1,11.5456,,,,2,
698,2016-12-28 13:40:12,inside the bowl,inside,prep_phrase,EasySentence,NoNoise,0,0.6839,5,foil 1,other,foil 3,other,foil 2,1,23.6008,,,,3,
699,2016-12-28 13:46:19,the man deals the cards,deals,verb_transitive,HardSentence,NoNoise,0,0.6893,5,p1,un,un,s1,p2,1,12.7503,,,,2,
699,2016-12-28 13:46:19,The doctor scares the patient,scare,verb_transitive,HardSentence,NoNoise,0,0.6893,4,un,p1,p2,un,,1,5.913,,,,1,
699,2016-12-28 13:46:19,he uses an asterix,asterix,noun_transitive_end,HardSentence,NoNoise,0,0.7054,4,s1,s2,p1,un,,1,8.3894,,,,1,
699,2016-12-28 13:46:19,the government hates strikes,strike,noun_transitive_end,HardSentence,NoNoise,0,0.6946,5,s2,p1,s1,un,p3,1,5.7489,,,,1,
699,2016-12-28 13:46:19,the man drums in his free time,drum,verb_intransitivePP,HardSentence,NoNoise,0,0.6893,5,p2,p3,s2,p1,s1,0,11.229,the man composes in his free time,s1,assoc,1,
699,2016-12-28 13:46:19,the man spends his money,spend,verb_transitive,HardSentence,NoNoise,0,0.7,5,s1,s2,un,p2,p1,1,4.9012,,,,0,
699,2016-12-28 13:46:19,she completes the race at the weekend,complete,verb_transitivePP,HardSentence,NoNoise,0,0.6893,4,s3,un,s1,s2,,1,5.5117,,,,0,
699,2016-12-28 13:46:19,She learns the language,language,noun_transitive_end,HardSentence,NoNoise,0,0.6946,4,s1,s2,un,un,,1,6.2627,,,,1,
699,2016-12-28 13:46:19,The man dries the car at the weekend,dry,verb_transitivePP,HardSentence,NoNoise,0,0.6893,5,s2,p1,un,s1,un,0,15.8564,The man fixes the car at the weekend,un,un,0,
699,2016-12-28 13:46:19,the child hides the dog whilst playing,hide,verb_transitivePP,HardSentence,NoNoise,0,0.6946,5,p1,p2,s1,s2,un,1,7.2226,,,,1,
699,2016-12-28 13:46:19,he receives the money,receive,verb_transitive,HardSentence,NoNoise,0,0.6893,4,s1,un,p1,p2,,1,5.0164,,,,1,
699,2016-12-28 13:46:19,he makes some bread for dinner,make,verb_transitivePP,HardSentence,NoNoise,0,0.7,5,un,p1,s1,p2,p3,1,8.3451,,,,1,
699,2016-12-28 13:46:19,the child hides the dog,hide,verb_transitive,HardSentence,NoNoise,0,0.6946,5,un,p1,s2,un,p2,1,5.0531,,,,0,
699,2016-12-28 13:46:19,the boy lies on the beach,lie,verb_intransitivePP,HardSentence,NoNoise,0,0.6946,5,p1,s1,s2,p3,un,1,6.2035,,,,1,
699,2016-12-28 13:46:19,the woman applies the paint,apply,verb_transitive,HardSentence,NoNoise,0,0.6893,4,un,un,p1,s2,,1,9.1229,,,,1,
700,2016-12-28 13:50:28,over the bowl,over,prep_phrase,EasySentence,NoNoise,0,0.6839,4,other,foil 1,foil 2,foil 3,,0,22.1305,inside the bowl,foil 2,foil 2,2,
700,2016-12-28 13:50:28,by the dog,by,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 1,foil 3,foil 2,other,,0,14.8482,under the dog,foil 2,foil 2,1,
700,2016-12-28 13:50:28,The woman explains,explain,verb_intransitive,EasySentence,NoNoise,0,0.6946,5,s2,un,un,p2,p1,1,6.1132,,,,1,
700,2016-12-28 13:50:28,between the trees,between,prep_phrase,EasySentence,NoNoise,0,0.6839,4,other,foil 3,foil 1,foil 2,,1,6.8821,,,,1,
700,2016-12-28 13:50:28,in the box,in,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 1,other,other,foil 2,,0,8.7129,by the box,foil 1,foil 1,0,
700,2016-12-28 13:50:28,by the sofa,by,prep_phrase,EasySentence,NoNoise,0,0.6839,4,other,foil 3,foil 2,foil 1,,0,14.1235,above the sofa,foil 2,foil 2,1,
700,2016-12-28 13:50:28,between the chairs,between,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 2,foil 3,other,foil 1,,1,5.1858,,,,0,
700,2016-12-28 13:50:28,between the bags,between,prep_phrase,EasySentence,NoNoise,0,0.6839,4,other,foil 1,foil 3,foil 2,,1,10.1292,,,,1,
700,2016-12-28 13:50:28,underneith the bed,underneith,prep_phrase,EasySentence,NoNoise,0,0.7161,5,foil 2,other,other,foil 3,foil 1,1,14.5685,,,,3,
700,2016-12-28 13:50:28,by the books,by,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 2,foil 1,other,foil 3,,0,25.6348,behind the books,foil 3,foil 3,3,
700,2016-12-28 13:50:28,by the bowl,by,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 2,other,foil 1,foil 3,,0,18.7543,inside the bowl,foil 1,foil 1,3,
700,2016-12-28 13:50:28,by the tree,by,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 2,foil 1,other,foil 3,,1,10.7258,,,,0,
700,2016-12-28 13:50:28,inside the bowl,inside,prep_phrase,EasySentence,NoNoise,0,0.6839,5,foil 1,other,foil 3,other,foil 2,1,5.754,,,,1,
700,2016-12-28 13:50:28,over the bed,over,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 2,foil 1,other,foil 3,,0,16.6968,man,other,other,2,
700,2016-12-28 13:50:28,underneith the chair,underneith,prep_phrase,EasySentence,NoNoise,0,0.7161,5,foil 3,other,foil 2,foil 1,other,1,11.7367,,,,1,
701,2016-12-28 13:56:38,She learns the language,language,noun_transitive_end,HardSentence,NoNoise,0,0.6946,4,s1,un,s2,un,,1,3.6316,,,,0,
701,2016-12-28 13:56:38,The doctor scares the patient,scare,verb_transitive,HardSentence,NoNoise,0,0.6893,4,p2,un,un,p1,,1,4.3256,,,,0,
701,2016-12-28 13:56:38,the man drums in his free time,drum,verb_intransitivePP,HardSentence,NoNoise,0,0.6893,5,s2,s1,p2,p1,p3,1,6.2438,,,,1,
701,2016-12-28 13:56:38,she completes the race at the weekend,complete,verb_transitivePP,HardSentence,NoNoise,0,0.6893,4,un,s1,s2,s3,,1,3.3679,,,,0,
701,2016-12-28 13:56:38,he packs the wood,pack,verb_transitive,HardSentence,NoNoise,0,0.6893,5,p2,s2,un,p1,un,1,3.4442,,,,0,
701,2016-12-28 13:56:38,she ticks the box,tick,verb_transitive,HardSentence,NoNoise,0,0.6893,5,p1,s2,p2,un,s1,1,3.5717,,,,0,
701,2016-12-28 13:56:38,he makes some bread for dinner,make,verb_transitivePP,HardSentence,NoNoise,0,0.7,5,un,p1,p2,s1,p3,1,3.2548,,,,0,
701,2016-12-28 13:56:38,the boy lies on the beach,lie,verb_intransitivePP,HardSentence,NoNoise,0,0.6946,5,s1,s2,p3,p1,un,1,5.6431,,,,0,
701,2016-12-28 13:56:38,the man deals the cards,deals,verb_transitive,HardSentence,NoNoise,0,0.6893,5,un,s1,p2,un,p1,1,4.088,,,,0,
701,2016-12-28 13:56:38,The man dries the car at the weekend,dry,verb_transitivePP,HardSentence,NoNoise,0,0.6893,5,un,un,s2,p1,s1,0,8.1493,the man starts the car at the weekend,s2,un,0,
701,2016-12-28 13:56:38,the man bends the money he is holding,bend,verb_transitivePP,HardSentence,NoNoise,0,0.6893,5,p2,un,p1,un,s2,0,16.0376,the man spends the money he is holding,p1,mp,0,
701,2016-12-28 13:56:38,the government hates strikes,strike,noun_transitive_end,HardSentence,NoNoise,0,0.6946,5,p1,s2,un,p3,s1,1,4.6524,,,,0,
701,2016-12-28 13:56:38,the man spends his money,spend,verb_transitive,HardSentence,NoNoise,0,0.7,5,un,p1,p2,s1,s2,0,6.5531,the man bends his money,p2,mp,0,
701,2016-12-28 13:56:38,he receives the money,receive,verb_transitive,HardSentence,NoNoise,0,0.6893,4,p1,p2,s1,un,,1,3.781,,,,0,
701,2016-12-28 13:56:38,he uses an asterix,asterix,noun_transitive_end,HardSentence,NoNoise,0,0.7054,4,s2,p1,s1,un,,1,5.9716,,,,0,
702,2016-12-28 14:02:40,underneith the bed,underneith,prep_phrase,EasySentence,NoNoise,0,0.7161,5,other,other,foil 2,foil 3,foil 1,1,5.3423,,,,0,
702,2016-12-28 14:02:40,between the trees,between,prep_phrase,EasySentence,NoNoise,0,0.6839,4,foil 2,other,foil 3,foil 1,,1,6.8878,,,,1,
